gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
LSM2	-0.2985891360961155	5.332544912269528	-2.499978180286707	0.016376198039449837	0.0578645299789625	-3.621483172907036
RARA	-0.46179525292268986	4.760853875623545	-2.4763063911888037	0.01735189510328574	0.06033545684940737	-3.6215257636893226
MT1F	0.44373769178254996	4.498685832093085	2.4361984588230765	0.01912616581848908	0.06471799064244513	-3.6215609345228543
IMMP1L	-0.4681037135118835	3.479362951686669	-2.391556046556409	0.021292867690545045	0.06969671420334021	-3.624133210888267
C11orf57	0.3227509098482866	4.67680820792463	2.4601509796757925	0.01804778182776124	0.06203056714279169	-3.6242376156784393
OST4	-0.15307080478978818	8.481336958209898	-2.6460008777382256	0.011383912018744625	0.04419927579451718	-3.624793720403087
TFB2M	0.35426974141663603	3.932069616398499	2.410421197973547	0.020351573520981135	0.06739453846337017	-3.6258642540686807
TMA16	-0.44195788993321683	3.3837260005922962	-2.3863263053316026	0.021560672448606356	0.0703712059592974	-3.626980599554172
RBM3	0.23573849313098805	8.82682766861329	2.6536604872055003	0.011165382968347083	0.04359203374327241	-3.627540870639573
PIP5K1C	-0.44221792226826206	3.177519970211488	-2.374845573280373	0.02215925528975466	0.07149692293294121	-3.628063098137829
NUFIP1	0.34605160324693074	4.046148003038266	2.4227639728134522	0.019756230257120807	0.06617313526477618	-3.628741321754463
EXT2	-0.32219226468862283	3.6159873678961216	-2.3898591714848827	0.021379430739910946	0.06993344927011162	-3.632438287419043
EEF1A1	-0.2790275045410038	14.156728071668377	-2.770717198157807	0.008272103372805116	0.03505473314541184	-3.6338971269160867
PRKX	0.34703660720419816	5.712202956546148	2.510539198802704	0.015957216554022293	0.05675667640158445	-3.6342181152515938
PES1	0.33207381554269766	4.2479075760173695	2.424242902557457	0.01968596195167401	0.06604344407489543	-3.637326570451539
ZNF22	0.3051050915946014	5.355825989230805	2.4895252166349766	0.016800723609310175	0.05883547522789798	-3.6424113025269986
C4orf48	0.229078025278719	6.232455854731305	2.53050610785705	0.015191648758653123	0.054642096578634065	-3.642875541833258
MMAB	-0.38938830387807855	3.4652091297924015	-2.3749744326349265	0.022152454578695288	0.07149692293294121	-3.6440113676700636
POLD4	-0.20800933093965046	6.665748325200901	-2.5605070388923092	0.014104180407006357	0.05152300637338172	-3.6449709802742456
CHAF1A	0.5720556427875398	2.4879003628171636	2.324656424949674	0.024955453892023492	0.07774735920753148	-3.644996650304967
LAMTOR2	-0.3149594807680698	5.402426450795819	-2.4938175277258074	0.01662520397852543	0.05851285513473854	-3.645976263706387
CHEK1	0.6772518799915979	2.109228207367018	2.2965428002508226	0.02665644019331694	0.08172478527432968	-3.6484286438175144
C4orf29	0.29935059532579	4.757129622476013	2.451046137040061	0.018451029438381557	0.06290568111537369	-3.6489076293302256
ZBTB16	0.8485581894884371	3.8076344627980743	2.3859084021420993	0.021582202914921546	0.07040915949295064	-3.6491450931387477
STIM1	-0.2861943546637642	5.283969986397472	-2.4851716920953084	0.01698046539271131	0.05927473758088245	-3.6500651791972385
PRPF39	0.38629235900353054	4.392431893898077	2.435406326282957	0.019162805407704427	0.06477503011695822	-3.6501939683503717
SREBF1	0.4540735531359976	3.1707138937873593	2.349235877946709	0.023548740858498268	0.07445100787030205	-3.6502553965803077
ITGA5	-0.48768230398530044	3.766716527116982	-2.4106849168351583	0.020338685646384268	0.06739453846337017	-3.650786842482341
TMEM242	0.29465449714890735	4.719252446227782	2.4446261598334003	0.01874025623822005	0.06365336688382972	-3.651687494299214
GNAI3	-0.21283831993552482	5.749126677106142	-2.510944431762225	0.015941336123670324	0.056736139399570146	-3.6524353202613735
DSCR3	-0.23996408279513748	4.937411261479454	-2.466798285660538	0.017758442945348226	0.06140133229572532	-3.6524557374522484
CAPN2	-0.2298165181119609	7.348848635279799	-2.5847912896662026	0.013276544548032291	0.049512337545680025	-3.6530046803171596
DFFB	-0.5007813971215485	2.350360525991557	-2.312178285412483	0.02569804662403576	0.07944791780015525	-3.653178384213246
TMSB4X	-0.24904695424713985	12.570403939068163	-2.7468811116984635	0.008797972810193715	0.03668187050701734	-3.6563859430757986
RP11-361D15.2	0.6189506461501437	1.9526387080071475	2.2937537945321034	0.026830716679984427	0.08215652429784508	-3.657786130923997
KLF13	-0.3312338401218531	5.41298041973793	-2.4901888333050217	0.01677347761289073	0.058763537872030425	-3.6594026401874107
KDM6B	-0.46969857788478375	5.266848218681626	-2.4854688618485468	0.016968140946510394	0.05925277231339196	-3.6607540368674845
NDUFC1	0.1956400433866392	6.445777426864358	2.540808146827608	0.014809885570085416	0.053661935062688695	-3.6611831664252876
BTBD10	0.37080229175347057	3.9166026424450147	2.397446935311413	0.020994802700696417	0.06892778974897758	-3.6614033265452033
KRIT1	-0.36941413868408013	4.69422949100567	-2.4528832067280124	0.018369015143355275	0.06273951173615398	-3.6624037708823685
CNOT3	-0.369752779819958	4.111471855649417	-2.4092579507210945	0.020408509199013034	0.06749689995210838	-3.664425393046682
AP1G2	-0.2604764551561569	5.566984654981381	-2.495103411536595	0.016572947592290603	0.0583707652201759	-3.6648884240481654
CHD7	0.39341647060009066	5.120742223584069	2.4645126359796703	0.01785745274112446	0.06158234809271202	-3.6658963502615483
KHNYN	0.4132413305986593	3.4673114163557974	2.360176805187521	0.022945816185755776	0.07329975687566796	-3.6670386509372643
CASP4	-0.2592378067180805	6.209718842452968	-2.530959993342341	0.015174641895287711	0.05462092610385166	-3.667095448875166
ANKRD36	0.2609501354418935	6.6024785387106215	2.5286223350644286	0.015262418688985969	0.054856472294880776	-3.6698879703042957
PLEKHM2	0.4134874011561913	2.6774643628454946	2.317737716518071	0.025364785377935004	0.07870301357915957	-3.6714236108068556
EIF2AK3	0.3465563781213641	3.5638146361595995	2.380468544813055	0.021864239029296646	0.07085718064918191	-3.671966051172903
CHURC1	0.2513778246641838	6.0790256538730585	2.5091361470578977	0.016012311230300093	0.056844572900338924	-3.674933593371875
HIRIP3	-0.40835758693514945	3.6330878384807574	-2.3686292443574803	0.02248957117291091	0.07240742629678922	-3.6757288870333755
LIN7B	-0.44963232933907404	2.90083522932326	-2.3210154161386467	0.025170122651297745	0.07822547546675339	-3.676885437967411
THAP7-AS1	-0.4460593288071468	2.7956763324168343	-2.3253914840353143	0.02491231552679576	0.07763758737935113	-3.677427392052457
USP22	0.20318952910608257	5.315933838640617	2.4703124882704164	0.017607186121747633	0.06105218247918586	-3.67935120133035
C20orf27	-0.2426837702170861	5.0471992949136375	-2.4559201748507085	0.018234156888337433	0.062436486476119636	-3.6800712194164498
RNF139	-0.3519184194270357	5.136712468150009	-2.46756430672	0.017725372048610896	0.06135177224577337	-3.6803690931818007
CFDP1	-0.310590766360586	5.268171947679537	-2.4701546276923447	0.017613955527436907	0.06105218247918586	-3.6810412056295054
CSRP1	-0.2570411497895133	5.084771180412139	-2.4604946197623017	0.018032719945416453	0.06200049283298069	-3.6821164359615812
RTN4IP1	-0.42206295528068605	2.25320439717264	-2.2975115561426263	0.026596142906294397	0.0815653798840243	-3.6826843463609658
RP11-127B20.3	0.346382403845797	4.282705396107707	2.3993527013161104	0.020899184551444596	0.06872872107426858	-3.6837382489267156
DPM1	0.38772417892490907	4.1258055581473005	2.401421465838412	0.020795833285425783	0.06850351118804074	-3.6847555713309657
ACP1	0.19411857420111645	6.694072246508816	2.5391111644517395	0.014872162413222464	0.053828021881018526	-3.6851045401340348
RUNDC1	0.42139544614017144	2.85883340281479	2.327789623441783	0.02477204065065407	0.07739686873771467	-3.6852554681519343
BEX4	0.3703197007043615	5.203326111938444	2.4618109921728184	0.017975128240358774	0.061867443834983965	-3.686762062527873
DNAJC30	0.35512012425178163	4.038057207215708	2.380067709033714	0.021885151648587897	0.07085718064918191	-3.687336470620009
KIAA1468	0.35054567539326253	4.716685457332902	2.4340388003947484	0.019226208994071042	0.0649000175081649	-3.6873445009439383
PTS	0.4134647708747732	4.314469043637333	2.4171795119749784	0.020023614013076663	0.06674311518508723	-3.687905929084572
DNAJC1	-0.30474810535222474	5.996387641830682	-2.510338816545158	0.01596507453440266	0.05675667640158445	-3.689112421071265
SMARCC2	-0.20773805813248192	6.024294231239469	-2.5042846669185743	0.016204155118430787	0.057401159656814145	-3.689373888774599
RP11-384K6.6	0.4953320400419372	2.685592362999744	2.307914406630972	0.025956297424065505	0.08007811231048852	-3.689477996159035
RNF123	-0.4474920921814154	3.061190618630419	-2.324380315626906	0.02497167519932264	0.0777732293858422	-3.69091739285863
VOPP1	-0.2795142070325056	6.16326159538335	-2.5057137217465373	0.01614742926474764	0.05726216522296609	-3.6910505435657197
ZNF460	0.3895004190262661	4.5501302668661125	2.417547627546999	0.02000588846384782	0.06674134031700873	-3.692403821658806
PRKRIP1	0.3233862801205767	4.671715408435366	2.4281111740673063	0.019503236468003785	0.06549753566673544	-3.694541719165246
MPZL3	0.4232549077955241	3.6697764150603627	2.3622648807022544	0.022832338411573495	0.07303225666456738	-3.6952627906407525
C14orf119	-0.5527835094704576	3.224689527508811	-2.340482358715372	0.024041334268547786	0.07557056848638237	-3.695845722192882
EIF4B	-0.2361076420537458	8.712735764253738	-2.616462828880155	0.012263947156886891	0.046820347035406114	-3.696573997558078
LEO1	-0.3610116437734847	3.732447866830589	-2.3819082783642727	0.02178927288331345	0.07073232899299009	-3.698737905908914
SAP30BP	0.2402620489438947	5.890610924323469	2.4933477738363172	0.016644331404945423	0.05851727537250497	-3.699442590456664
SKIV2L2	0.22576008706445272	5.060918963579179	2.4435474406584303	0.01878925472824992	0.06378968096151257	-3.7008914664300128
FAM3C	-0.47675571005224393	3.3351492360268855	-2.350817786056186	0.023460694761293487	0.07424433139181248	-3.7014430673804433
CYHR1	-0.36706874830722747	3.9577220755951115	-2.382017708863206	0.02178358437926854	0.07073232899299009	-3.7024447446060735
DPH5	-0.35466721274849	4.471678715078305	-2.414424469734555	0.020156726447552863	0.06701989515333541	-3.7025364829996024
TRIM39	-0.3591643534345268	3.504773293095655	-2.3703968708397034	0.022395197031713082	0.07212721981721888	-3.7034934811900593
C2orf42	-0.35427878546339553	2.2993851776425056	-2.2830110390605607	0.027511556216830692	0.0836412114025255	-3.7036174928309697
SF3B1	0.18043719737086317	8.176427184200222	2.5854560464996905	0.013254527018667923	0.049449000723271935	-3.703798300864404
TWF1	0.30587401607601805	5.500574616423931	2.471093809469626	0.01757371611992808	0.06099880333782811	-3.704043930097224
PPP1R16A	-0.5053570552537416	2.011471755372699	-2.271732349616477	0.02824292823794113	0.0852582311251677	-3.705529599826729
HNRNPA1	0.17985304227147303	10.504157317035514	2.6853353186888187	0.01030205832912178	0.041265312830548136	-3.706055804260355
LRPAP1	0.17852834237500836	6.36391364450869	2.514726155502876	0.015793828699805505	0.0563131685365479	-3.7064343573072116
JAK1	-0.14716207969530615	8.565189916776477	-2.610403854741281	0.012452007090844153	0.047317626945207775	-3.7072127762990608
ZBTB48	-0.43694055341033877	3.0143839973903064	-2.3275297457066784	0.024787207434767	0.07741963072550595	-3.707432901943811
MPP6	-0.4669367346174136	2.9301250959871954	-2.3280585675826075	0.024756353504700377	0.07737246594867063	-3.7084205274340634
CGRRF1	0.29604930994430223	5.091965549233515	2.443314069964478	0.018799870343436716	0.06378968096151257	-3.7102806110065716
CHKB-AS1	-0.6205254162401905	1.5830947943624165	-2.248643387945881	0.02979446928745445	0.08860765116883593	-3.7136752785328406
PPM1B	0.23539147361297097	5.554832984089635	2.465929545914254	0.017796016190643013	0.06150664574633519	-3.7142838514898324
AVL9	0.3248431073527227	4.432546050951624	2.404423420189708	0.02064668209223237	0.0681035453969102	-3.7162229990104154
TIMM22	0.3312951990328665	4.485810906585361	2.404039823768598	0.020665686992297247	0.06814335123374819	-3.7168260775928617
SLC25A26	0.3304290011155713	4.954813835214102	2.4344806497570057	0.01920570248220528	0.06485308198099088	-3.7180631173129557
STK38L	0.40501121425618924	3.396925747098796	2.3311412052754807	0.02457718278505525	0.07698394977601969	-3.7188614275247946
ERBB2IP	-0.25589837923364556	5.271001830344975	-2.4525209813299957	0.018385160164266317	0.06275101747518695	-3.72090720630316
YOD1	0.5620194588280409	2.5525213536791367	2.2894518374911152	0.027101530958487913	0.08273491591524598	-3.721220738911823
CHMP6	-0.33304537584262217	4.09662617966662	-2.373504950564281	0.022230119922981316	0.07166605448094698	-3.7231714303076395
UBE2M	-0.48191259192210434	2.6006127688481135	-2.292473029187032	0.026911088621787267	0.08232563797315987	-3.7234181548899055
IL17RC	0.5087454870465262	1.8869424368365912	2.2562247814512806	0.029276838376621633	0.0874920545705976	-3.72447717026693
EIF3G	-0.1599266344235053	7.9994076872473965	-2.575508072197565	0.013587533592326307	0.05018801516528312	-3.7249543545057646
SLC26A2	-0.43446676884178803	2.6713291781384494	-2.2920847835973146	0.026935494697988897	0.08234900853356518	-3.725782752715266
RARS	0.3654047754253251	4.402418130889135	2.398698351510134	0.020931970902498057	0.06881350407471165	-3.7268827965254108
CTB-31O20.2	0.34973297749271826	5.523484791262511	2.4574735069366898	0.018165527848996336	0.06228630483098723	-3.7282096702841945
RPLP2	-0.24741766423890432	12.124643731368545	-2.7081893084152937	0.009717827252193887	0.03951085144797208	-3.7321106194207565
PCID2	-0.33381477988463626	4.766712163842243	-2.41777247152691	0.019995068725034308	0.06673855252667754	-3.7323880580147204
GDPD5	-0.5178133725112413	3.3942580881681823	-2.3300407434177317	0.02464101045933203	0.07713468634226212	-3.733733836835221
EXOSC5	-0.4262382518760379	3.8111128234771168	-2.3531703492498193	0.023330302543601484	0.07404638510041918	-3.7341773204235387
CPSF3L	-0.31480714232430973	5.48004775984603	-2.457545244871951	0.018162364001857563	0.06228630483098723	-3.7346986876288977
IRF3	-0.3295641393525859	5.591565860884881	-2.4648506442182616	0.01784277941116091	0.06157166894544676	-3.735576079452085
DYNLL2	-0.39684448463655997	4.674387599096716	-2.4152887223607853	0.020114883450773603	0.0669791525887963	-3.7364380012740237
CISD3	-0.4258689676936749	4.72508601381425	-2.4134090595373108	0.020205988251407504	0.06710054854414331	-3.7378166941163706
FIBP	-0.23625339869348405	5.391261606449953	-2.45066284331294	0.018468183023806276	0.06292506480848042	-3.7381294470182214
NAPG	0.2730889960870604	4.743512342829257	2.4128177313660233	0.020234726152905048	0.06713678757626718	-3.738473682047675
DTD1	-0.20781992482935596	5.388545425802598	-2.4509330240878064	0.01845609009208052	0.06290568111537369	-3.7401640355325725
DDX52	0.3722688157942562	4.4425294324063005	2.3941635877522884	0.02116046461524678	0.0693713754433773	-3.7412610965985524
IL2RB	-0.4222834112726348	5.046794970526311	-2.431941578923674	0.01932381288695657	0.06518468886970274	-3.7434602750477026
HMG20A	-0.3191472950560623	3.6569126988805145	-2.34011963686699	0.024061944204968863	0.07561115736577388	-3.7448281930461556
ZZEF1	0.28970689082607315	5.167795337548351	2.4349285634462388	0.01918493472831706	0.0648275245394766	-3.7454103624769415
TRPC4AP	0.27486879156655863	5.206286712966728	2.4365031946000912	0.01911208735663147	0.0646926375272884	-3.745427589377417
SEPW1	-0.2066793422955584	7.561099198613017	-2.553705900432335	0.014344279723496858	0.05222265236348946	-3.7459890722382134
SYNJ2BP	-0.36277276788049484	3.8834829591177638	-2.3646284851258024	0.022704496249341805	0.07281301555902205	-3.7460282176993136
FAM69A	-0.39665065450758297	3.53162345388771	-2.3522671592960296	0.023380285148021904	0.07411011960990052	-3.747156609592907
PRPF38A	-0.2836467598653698	5.057317938777855	-2.428398541332287	0.019489723518848444	0.06547453971465399	-3.747164431583273
CDC40	0.22992715282250042	6.114235883931348	2.481014369907121	0.017153735909218024	0.05979458759270711	-3.747759220627731
RBBP7	-0.1946017788749277	5.938737887389997	-2.4740845113808714	0.017446134290181842	0.06059878965079782	-3.748511537304605
TADA2B	0.4600450543528054	3.2054622132868187	2.2901963919084913	0.027054486075604654	0.08265143796796665	-3.7491615537591065
APOLD1	0.5329596027106036	2.2018439478360823	2.2494864883625545	0.029736505362880267	0.0884799828306049	-3.7496243472320923
MYO1C	-0.4107593173392581	2.424103796504725	-2.266787058684642	0.028569043634195077	0.08603118197998107	-3.750455609490718
VPS16	-0.3420955238076995	3.9549580900650674	-2.3554863748718744	0.023202572174653286	0.0737840292883196	-3.7508662608398073
PNPO	-0.4659057793749146	2.1008861701033847	-2.2527320224012506	0.02951430808511054	0.0879875715690564	-3.7532207002035083
AKAP7	-0.41122701796831373	3.7690433302134525	-2.353475184467717	0.02331345463098925	0.07401682767944648	-3.7533850161785773
CTC-523E23.11	-0.39350028889881017	5.0392404828513655	-2.4246238232732864	0.01966789992858905	0.06600539152665877	-3.7538024668822203
CSGALNACT2	0.26003933995107875	4.971971016256495	2.418995537953112	0.019936306009184702	0.066587668795723	-3.7553509949740866
SH2D2A	-0.2923753083481726	5.5008528324833526	-2.452128634737339	0.018402662249319978	0.0627889375738347	-3.7575582203364677
NUDT17	0.6333450383056307	1.3935546399342005	2.2149045965506726	0.03219814445344707	0.09388019381603163	-3.75761862407044
FOXP1	0.22828073038036756	8.020400482477973	2.5512490813387503	0.014431926207567568	0.05246662144224138	-3.757882331134569
PCNX	0.2989632495074366	5.155720914174866	2.4226990658436898	0.019759319367172234	0.06617313526477618	-3.7584730447790653
SMG7	0.25086325263611187	5.135254049259152	2.422437433619133	0.019771775628842317	0.06617313526477618	-3.758540923857184
KATNB1	-0.3774559999878786	3.377136414656676	-2.3110419904970096	0.02576664284201242	0.07958080513281747	-3.763069559476044
DPH6	-0.3580790037233048	3.6326693063808593	-2.3272605561841186	0.02480292644721168	0.07743068289798855	-3.7674981480609624
RPS6KA4	-0.4110822316143681	4.059941805356972	-2.355024807465446	0.023227977648871936	0.07384091405982816	-3.769092071301886
ATAD1	0.23346404605878845	5.1221641840026475	2.41741574068287	0.02001223746640782	0.06674134031700873	-3.770043559637997
NCAPD2	-0.4924096679884449	3.299578219931604	-2.3035664163037333	0.02622203299929931	0.08064465565188388	-3.770369223365873
CLIC5	-0.6038689705982399	2.4478215412088993	-2.2553360944269403	0.029337097432535247	0.08759219090571238	-3.7711409513086926
SEC24A	0.38410660279361597	3.6645253589726834	2.3233492836549607	0.025032331494088695	0.07791273519215249	-3.7739777228122793
PNISR	0.15589891705728842	8.24709329774403	2.560050393649262	0.014120185539291214	0.051562298346638516	-3.7749323860428845
BMPR1A	-0.5773440919658417	2.6118391711806166	-2.267258811146316	0.028537789812620368	0.08598596804123645	-3.7755856597508246
RCHY1	0.28074056802600644	4.467686651631642	2.374346889940025	0.02218559163894429	0.07154598380477668	-3.7786303490232105
TAOK1	-0.34960872335446247	4.746831182512785	-2.395839165571361	0.021075776250236447	0.06912432390853844	-3.780687623979572
PRKDC	-0.2302943807963338	6.100823547939188	-2.4648621256600225	0.01784228118059782	0.06157166894544676	-3.7813399955169924
SH3BGRL3	-0.24286437412626682	10.582267403424847	-2.653987967044674	0.011156126516503632	0.04357321303046329	-3.788668397647011
PKN1	-0.23849130411000097	5.294454950284388	-2.421521043175211	0.019815460814156523	0.06628096105127469	-3.791073460987341
DZIP3	-0.5330224285404652	3.6666020282648146	-2.3298056713068105	0.024654664091358157	0.07714336364527856	-3.7916907459495963
YTHDF3	0.30075440454458846	4.731538247228321	2.3867524676685865	0.021538736411718003	0.0703641672875085	-3.7926375464376614
LENG8	0.2129846599675309	6.031940310035527	2.4548985002449637	0.01827942439713559	0.0625422451595482	-3.7939038749921634
RNF2	-0.36747878148633184	3.95429522993937	-2.3528876541538035	0.023345936576124125	0.07407207202431114	-3.7944238868083837
HAT1	0.31316211394036486	4.800657146095837	2.3847390802587927	0.021642549664935402	0.07051235998628871	-3.794485785403048
ZNF655	0.221408482100518	5.554455924802392	2.4304750759308233	0.019392329529604867	0.06529878606055764	-3.7950181235728606
ABHD14A	-0.3603981307000024	2.957504387783128	-2.2721536510594116	0.02821529980518276	0.08520101136990786	-3.7964961742135612
LMTK2	0.39236749934928383	4.2157014359707645	2.352272447421279	0.023379992222836796	0.07411011960990052	-3.796722120116065
APEX1	-0.1972504751988673	6.454113137582304	-2.4801921401485107	0.017188194785081594	0.059872211834700886	-3.799128742550066
LRRC57	0.3981886433749473	3.8561277090279837	2.3221287789377336	0.025104305309158078	0.0780836845409359	-3.799524871548552
FASTKD1	-0.4340944413033889	3.179227590036208	-2.3041773813417987	0.026184546285483428	0.08057982398568413	-3.7995524826271163
SAMM50	-0.30800032660946197	4.7944425808038	-2.3840115367462107	0.02168017368469003	0.07054623941134114	-3.801072578131435
HAVCR2	0.7012761475974858	2.1267739242000783	2.2149792511923834	0.03219264107002498	0.09388019381603163	-3.8011243419960956
PIK3CA	0.36474876067514383	3.6192168443872372	2.323765550452673	0.025007826360170706	0.0778611341793841	-3.801574018878224
COQ5	-0.4728575083935196	2.8071930559810085	-2.254833578326314	0.029371220344918507	0.0876674255387829	-3.802297631665616
ZNF23	0.5307732134034131	2.090483352302422	2.2204480886588898	0.031791753383244206	0.0930543484754493	-3.8042895958978047
CNEP1R1	0.3014500217123235	3.8910107802445864	2.3297226272024636	0.02465948914243863	0.07714336364527856	-3.8043988861820726
RAB14	0.1808475740724802	6.560347033783634	2.4747067356104107	0.017419696429186598	0.060528361522426584	-3.804470379684011
RUNX1	-0.28701874335888533	5.578158488238436	-2.4301696391761225	0.019406627501254704	0.06530705787763788	-3.8049725261431133
COPG2	-0.5313783026388141	3.0745338095065087	-2.261577617515222	0.028916206724582755	0.08678395925926563	-3.8062677725696
PIGG	0.2356854162601758	4.467134257333959	2.359415421317642	0.022987320118786524	0.07333789788209136	-3.8063579362694813
MPLKIP	-0.3221657140251155	4.5451605186838355	-2.365678555447964	0.022647907176405597	0.07275029175730287	-3.80730181649757
CLEC2D	-0.28836360880638345	6.743717120260351	-2.493939830608897	0.016620227333359123	0.05851285513473854	-3.8084659301806894
NUP62	-0.32039144738909453	4.276576007856918	-2.3515976601889377	0.023417397377302872	0.07416980698802372	-3.8087512484801964
PEPD	-0.29776635235425797	5.419952011425414	-2.420908603570859	0.019844705010556195	0.0663268245385143	-3.809067435407175
PLCL2	-0.3267650915781921	4.127667399562908	-2.348313464160511	0.023600217657327532	0.07455202349478349	-3.8110449657634726
C6orf57	-0.5432605312428778	1.9455294617378853	-2.213051907505825	0.032334988507552766	0.09417122331209563	-3.8116531709807853
SNRPD2	-0.16683853726858366	8.917838894903586	-2.5841890162115866	0.013296521455528596	0.049555897541217885	-3.812424255022407
FARSA	-0.3141237686161711	4.020999282206624	-2.3317022197709534	0.024544700611805817	0.07691836390480616	-3.813048460535624
TRIM35	-0.4566074045175559	3.1415831415838906	-2.273126874895329	0.02815156916397025	0.0850608624723715	-3.8146518194326613
RCBTB2	-0.4538799300428593	4.6334229545144385	-2.3759016327791627	0.022103575848092458	0.07146919866879928	-3.8149319150816634
ERI3	-0.27046183046418815	4.611751570376296	-2.365259854535913	0.02267045604866426	0.07279016748022672	-3.8152784246789655
UBR2	0.26605238627650163	5.771074582176609	2.4294579471885744	0.019439979925769724	0.06537450284520233	-3.815771373809075
TTF1	0.2859862603621153	4.651822383889606	2.3675370836599146	0.022548060754852495	0.07254818237632364	-3.816805327301145
ZFYVE16	-0.40071415179621495	3.181657282712791	-2.293974010542021	0.026816919096440694	0.08213988035058838	-3.8174324445050667
UMPS	0.48760408839688774	3.3158134293556665	2.2882953669730255	0.02717474786960094	0.08284840109344818	-3.818278008977479
PPP6R2	0.21552514805023382	5.214160037912087	2.398024340355983	0.020965790912101812	0.06887858332092846	-3.8192649722125185
TIPRL	0.25649845033905105	5.429824452551709	2.4091322841572307	0.02041466861017143	0.06749689995210838	-3.8197395157347445
SIKE1	-0.3043650191240159	4.5922356537862	-2.3754873968848753	0.02212540089043182	0.07149270162720782	-3.8198089706666485
MNT	0.38947881964679887	3.935885795577667	2.317267597116383	0.025392816144411447	0.07876022512995064	-3.820220518862264
ZBTB41	0.44616128160099766	2.9598162389796876	2.26495136873141	0.028690949662709818	0.08631889694848348	-3.8216775480829464
BRAT1	-0.40503856796723525	3.652600434722962	-2.3039774993058844	0.026196805077550633	0.08059230074437201	-3.82177093927969
GREM2	0.7737548710567027	3.234700388292873	2.288055775635147	0.027189938642275296	0.08286899388242948	-3.8227728813907262
SLC43A3	-0.5515100373379509	2.2920885768689185	-2.219726448590417	0.03184439739935267	0.09313892918143123	-3.8238920240116068
RP11-108M9.6	-0.43800523374022315	3.0517157076137735	-2.284333190325556	0.02742693800672561	0.08346183768279605	-3.824030823291375
CD52	-0.2721983279260698	10.691089688949347	-2.6409687825766532	0.011529610575062212	0.04465905547272717	-3.825140183130533
IFT74	-0.46614430541139207	2.9366857164590527	-2.260286018029169	0.02900286010520403	0.08696431465611086	-3.825245143560381
EHD4	-0.37732630038005377	4.724244873293261	-2.3817635044374073	0.021796800694776478	0.07073339055989077	-3.825856832573538
ARL2BP	-0.19360136750105195	6.321851145751933	-2.4577377046251474	0.01815387844713914	0.06228630483098723	-3.8260953848381702
HDDC3	-0.36021239336452116	4.059041494560992	-2.3203501753610256	0.025209522678293978	0.07831535144493414	-3.828027839653447
MTDH	0.15129668815528952	7.778897177352426	2.514565280019744	0.015800078301665136	0.0563150105795561	-3.8293622676614185
ARL1	-0.31745065789540394	4.254548495327878	-2.342926906624477	0.023902847431246356	0.07526014051472807	-3.829892230652153
MTMR6	0.29558480165026335	5.145531967651174	2.392635985893095	0.02123794124528032	0.0695400989507962	-3.8309479126237314
VKORC1	-0.43707931020736135	2.602666760103365	-2.240542558920289	0.030356555677025835	0.08976292787941745	-3.8311414928695413
CHAMP1	0.3749092468384432	3.983946612755681	2.3129035909071236	0.02565434671462787	0.07934592184439218	-3.831254585934581
CTLA4	0.6878158275319559	4.686062007066649	2.3453014075283316	0.02376901524117241	0.0749544259114082	-3.8313225096242154
KIF1C	0.5410179030750517	2.140293320638247	2.2043466831949496	0.03298490883896881	0.09549388727532881	-3.8324072982382504
POLR2D	0.2769820349481016	4.998590136739595	2.3779298745869775	0.02199699257681118	0.07114799410010413	-3.8327036798103196
HDAC3	-0.203819869955427	5.181242175925983	-2.393834992088692	0.02117710871419607	0.0693713754433773	-3.8350299264879095
BBIP1	-0.29771870969898906	4.525674296446344	-2.3564337468267715	0.023150505422436237	0.0736661531469359	-3.8352571066795575
TCEB1	0.22564112666011749	6.4883593360150655	2.4547497135852274	0.018286025204660418	0.0625430451202574	-3.836701532581184
PEF1	0.27788855985530336	5.166619370972756	2.389256747504336	0.021410238569798377	0.07000570177711124	-3.838341555441024
STT3B	0.3113159754119543	5.674246220558724	2.4092938663795898	0.0204067491401701	0.06749689995210838	-3.842212827463979
ZYG11B	-0.3537124887945815	3.8986829435350376	-2.3157759302346723	0.02548194030815105	0.07896186108737153	-3.843866900318981
TAF11	0.3218723664711707	5.320786682671523	2.393790761556234	0.021179349990297115	0.0693713754433773	-3.8441021813568943
ZNF426	0.4113132819505507	3.542660998539022	2.280551801340173	0.027669568896141018	0.08401798308092526	-3.8450995601558766
FAM134B	-0.4451163624819947	3.6231149481596088	-2.290114475608456	0.027059658404253357	0.08265143796796665	-3.846372278977287
ARF1	0.16870049488242067	8.316551969658406	2.5369010203797195	0.014953629787945021	0.05404323230573361	-3.8468857344126253
C7orf26	-0.3918929774769109	3.8111294028768765	-2.3051231195930777	0.026126613620151316	0.08047717955181762	-3.8473152704126234
TMEM121	-0.46045623978328365	1.8702953607005393	-2.1892651933196823	0.03413831640707815	0.09830373191865278	-3.848990673621559
DEF8	0.3160791101790079	4.412880305196255	2.329369815445286	0.024679997752486176	0.07718294107694101	-3.850851652742865
PYCARD	-0.3256162525290902	5.535999569641457	-2.405634284571465	0.020586794508121082	0.06797448149689862	-3.85201722669002
TBC1D5	-0.21802380777217945	5.181321283367939	-2.3848596329399383	0.021636321117932955	0.07051235998628871	-3.852335146991288
